"注：
1. 本体资源创建时，带*红色字段为必填字段；同一对象的多个属性信息前，只需要重复填写“对象英文名称”。
2. 每列名称请勿修改，修改后会导致导入出错。实际使用时，样例数据需删除。",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Work,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
WorkRole,Work角色,这是一个抽象基类，它根据一组角色定义工作任务，然后使用这些角色来表征工作的功能。例如，在特定日期在某个位置进行的特定光纤铺设工作可以扮演基础设施项目的构建任务的角色或服务履行项目中的安装任务的角色。,启用,name,名称,String,本作品所扮演的角色名称（«required»）,,是
Workforce ABE.Workforce Schedule ABE,WorkforceABE.WorkforceScheduleABE,劳动力计划 ABE 定义了技术人员或资源对任务的预留和分配。,启用,,,,,,
WorkforceEmployeeAssignment,术语WorkforceEmployeeAssignment,表示在特定时间范围内为特定工作任务分配特定 WorforceEmployeeRole。例如，分配网络工程师角色的人员执行至少 2 小时的故障排除工作任务。该分配与分配工作计划的日历条目相关联。,启用,status,状态,String,作业的完成状态，例如已开始、进行中、未完成、已完成。注意：这并不总是与工作状态相同，因为可能有多个员工分配到该工作。（«required»）,,
WorkforceEmployeeReservation,术语WorkforceEmployeeReservation,表示在某些人力资源库中保留工作时间请求的实现。还可以保留单个员工的工作时间。注意：预约或按预约预约与日历条目相关联。这里的CalendarEntry可以属于一个预留的WorkSchedule。该日历条目可能是浮动的。一旦预订成为分配（待分派），就可以在工作计划中固定特定的时间段（日历条目）。,启用,validFor,有效期限,String,"为工作保留员工或池的时间段。
注意：此 validFor 预留时间可能与定义必须执行工作的确切时间的 CalendarEntry 不同。例如，由于考虑了完成工作任务（例如准备）所涉及的变量，因此预约时间范围可能会比CalendarEntry指定的时间长。（«required»）",,
WorkforceResourceAssignment,Workforce资源Assignment,表示在特定时间范围内为特定工作分配特定资源。例如，将光纤测试套件（或者，附加示例，测试套件的角色）分配给光纤部署工作的日期。,启用,actualCost,术语actualCost,String,为工作分配资源（工具）的实际成本。（«required»）,,
WorkforceResourceReservation,Workforce资源Reservation,表示在某些资源池（工具、卡车、材料等）中预订使用时间请求的实现。还可以保留特定资源的使用时间。,启用,validFor,有效期限,String,为工作保留资源或池的时间段。（«required»）,,
WorkSchedule,术语WorkSchedule,作为 SimpleCalendar 的子类，WorkSchedule 及其变体描述了组织的各种约会、预订和分配时间表。例如，WorkSchedule 显示负责纽约地区的承包商团队在 7 月份收到了 100 个光纤安装请求，目前计划执行其中 80 个请求。,启用,granularity,术语granularity,String,"表示 WorkSchedule 中时隙的粒度。例如，粒度 = 2 小时，持续 1 小时的工作任务应该花费整整两个小时。
允许值：小时
注意：这是为了适应某些组织关于工作窗口粒度的业务规则。需要结合员工池的粒度来考虑（本版本中未介绍）。该属性是可选的，因为可能存在不规则或混合的粒度。例如，工作时间应为工作时间 4 小时，工作时间结束后工作时间为 2 小时。",,
WorkSchedule,,,,calendricalSystem,术语calendricalSystem,String,"日历的默认日历系统
笔记：
CALSCALE [iCalendar]（«required»）",,
WorkSchedule,,,,description,描述,String,记录日历目的和任何其他评论,,
WorkSchedule,,,,ID,标识,String,唯一标识符（«required»）,是,
Enterprise Domain.Enterprise Risk ABE,EnterpriseDomain.EnterpriseRiskABE,企业风险ABE代表与企业风险相关的所有项目。它还涉及安全漏洞和相关事件以及与收入保证相关的信息，例如收入泄漏风险领域和解决任何检测到的退化和违规行为的运营能力。,启用,,,,,,
Enterprise Risk ABE.Revenue Assurance ABE,EnterpriseRiskABE.RevenueAssuranceABE,"SID 的收入保证区域提供收入保证控制、收入保证违规、收入保证关键绩效指标 (KPI)、收入保证目标以及将收入保证 KPI 和阈值违规映射到收入保证故障单的规则。  此外，收入保证的范围包括协调收入保证故障单并结束故障单的收入保证行动/响应。
收入保证 ABE 2 级执行摘要
收入泄漏被认为是电信行业开展业务的成本。收入损失的原因有多种，例如网络配置、调解和 CDR 错误、计费和互连不一致、数据丢失和文件损坏、支离破碎的支持系统以及手动或模糊的业务流程。  收入保证研究报告估计，暴露程度在运营商收入的 3% 到 15% 之间变化，具体取决于服务类型、地理位置、运营商类型和 RA 成熟度水平等因素。
对于任何企业来说，主要问题是多少泄漏是可以接受的，以及如何改进运营和系统以最大限度地减少这些泄漏。  有效的收入保证 (RA) 流程必须确保所有不同系统和网络本身的数据完整性和同步，以确保运营和财务效率。  这样的过程提供了对网络资源、服务、客户和产生的收入之间关系的分析，并使服务提供商能够检测收入泄漏（例如未计费的客户、错误计费的客户）、搁浅的资产和运营效率低下。
此外，还需要一个流程管理层，让RA经理和财务总监能够享受他们的成果带来的好处，跟踪收入泄漏识别、量化和回收流程，并轻松报告结果。一般来说，RA 和通信业务面临的一大挑战是逐渐将流程管理的重点从解决和应对重复发生的问题转移到在问题发生之前进行预防。
SID 的收入保证区域提供收入保证控制、收入保证违规、收入保证关键绩效指标 (KPI)、收入保证目标以及将收入保证 KPI 和阈值违规映射到收入保证故障单的规则。  此外，收入保证的范围包括协调收入保证故障单并结束故障单的收入保证行动/响应。
收入保证 ABE 是位于企业域中的企业风险 ABE 的子 ABE。
收入保证控制 ABE 定义了基于策略的规则，这些规则表示对实体（例如账单和呼叫详细记录 (CDR)）执行比较的逻辑定义，以识别收入保证违规行为。  收入保证违规 ABE 模型的差异是根据应用收入保证控制实体定义的规则而确定的。
收入保证 KPI ABE 对违反收入保证问题单的 KPI 和收入保证目标进行建模。  KPI 是根据收入保证违规和其他收入保证相关实体（例如账单和 CDR）定义的。  收入保证故障单 ABE 实体表示为解决导致收入保证 KPI 不满足收入保证目标的一个或多个原因（例如，收入保证违规）而开具的故障单。
收入保证行动/响应 ABE 实体表示通过启动和执行一系列一个或多个活动来协调收入保证故障单的结果。收入保证行动/响应 ABE 实体还根据触发根本原因分析的规则对收入保证故障单的根本原因进行建模。
收入保证评估 ABE 实体衡量收入保证控制、收入保证目标和收入保证 KPI 的有效性。收入保证评估 ABE 实体包括改进控制、目标和 KPI 的建议。",启用,,,,,,
Revenue Assurance ABE.RA Action_Response ABE,RevenueAssuranceABE.RA动作ResponseABE,朝着制定收入保证响应迈出的一步。,启用,,,,,,
RevenueAssuranceAction,RevenueAssurance动作,朝着制定收入保证响应迈出的一步。,启用,activityNr,术语activityNr,String,Activity的唯一标识符（«required»）,,
RevenueAssuranceAction,,,,actualCost,术语actualCost,String,实际预订到活动的费用,,
RevenueAssuranceAction,,,,creationDate,creation日期,String,已输入日期/时间戳。,,
RevenueAssuranceAction,,,,input,术语input,String,将数据引入活动的点或接口。,,
RevenueAssuranceAction,,,,name,名称,String,,,是
RevenueAssuranceAction,,,,output,术语output,String,传递活动结果的点或接口。,,
RevenueAssuranceAction,,,,plannedEnd,planned结束,String,活动预定结束。,,
RevenueAssuranceAction,,,,plannedStart,planned开始,String,活动预定开始。,,
RevenueAssuranceAction,,,,plannedTenure,术语plannedTenure,String,表示资源预计参与或分配给活动的计划期间。,,
RevenueAssuranceAction,,,,status,状态,String,活动的状态。  可能的状态包括“已提议”、“已实施”、“已完成”、“放弃”和“已暂停”。,,
RevenueAssuranceAction,,,,validFor,有效期限,String,代表一段时间。,,
RevenueAssuranceAction,,,,actualDuration,actual时长,String,实际发生的持续时间,,
RevenueAssuranceAction,,,,ACWP,术语ACWP,String,计划工作的实际成本,,
RevenueAssuranceAction,,,,BCWP,术语BCWP,String,已执行工作的预算成本,,
RevenueAssuranceAction,,,,BCWS,术语BCWS,String,计划工作的预算成本,,
RevenueAssuranceAction,,,,currentDuration,current时长,String,实际发生前的最晚预计持续时间,,
RevenueAssuranceAction,,,,plannedDuration,planned时长,String,规划过程中预计的持续时间,,
RevenueAssuranceAction,,,,priority,优先级,String,,,
RevenueAssuranceAction,,,,scheduledDuration,scheduled时长,String,详细调度过程中预计的持续时间,,
RevenueAssuranceAction,,,,status,状态,String,当前状态（«required»）,,
RevenueAssuranceAction,,,,timingConstraint,术语timingConstraint,String,表示出于安排目的而对活动的开始或结束日期施加的限制。,,
RevenueAssuranceAction,,,,timingConstraintDate,timingConstraint日期,String,应用timingConstraint 的日期。,,
RevenueAssuranceAction,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
